place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu,above_trend
"""5116000""","""Chesapeake""","""Virginia Beach-Norfolk-Newport News, VA-NC""",122.0,230601.0,81518.0,218112.01,55.0,66.0,59.0,33.0,41.0,36.0,22.0,25.0,24.0,9.5,17.52,1.84,2.0,2.0,22114.0,19502.0,21800.0,2.0,2.0,2.0,13083.0,11710.0,12821.0,9992.0,8985.0,9772.0,3064.0,2702.0,3021.0,27.0,23.0,28.0,26.0,22.0,26.0,1.5,6.4,1.28,0.37,15059.0,67.0,19117.0,88.0,44.0,32.0,3867,1616.0,1664.0,1124.0,70.0,30.0,1
"""5156000""","""Newport News""","""Virginia Beach-Norfolk-Newport News, VA-NC""",127.0,181323.0,69073.0,44066.94,45.0,53.0,49.0,25.0,31.0,27.0,20.0,22.0,22.0,8.03,22.5,1.67,1.0,2.0,19963.0,17662.0,19650.0,4.0,4.0,4.0,11909.0,10567.0,11632.0,9088.0,8067.0,8852.0,2766.0,2447.0,2723.0,55.0,52.0,57.0,53.0,49.0,55.0,6.3,7.1,4.97,1.57,15548.0,52.0,18725.0,87.0,12.0,125.0,1418,1217.0,1270.0,963.0,50.0,50.0,0
"""5157000""","""Norfolk""","""Virginia Beach-Norfolk-Newport News, VA-NC""",188.0,245452.0,87045.0,34614.57,45.0,53.0,48.0,26.0,32.0,28.0,19.0,21.0,20.0,7.13,29.14,1.55,1.0,2.0,17725.0,15671.0,17412.0,7.0,7.0,8.0,11022.0,9706.0,10742.0,8443.0,7414.0,8202.0,2456.0,2172.0,2413.0,123.0,120.0,127.0,117.0,114.0,121.0,7.3,8.6,7.29,2.51,23177.0,50.0,29599.0,87.0,5.0,250.0,800,1271.0,1426.0,1043.0,43.0,57.0,0
"""5167000""","""Richmond""","""Richmond, VA""",161.0,213735.0,87224.0,38287.0,41.0,49.0,46.0,24.0,30.0,27.0,18.0,19.0,19.0,6.37,24.47,1.47,1.0,1.0,16645.0,14674.0,16472.0,10.0,10.0,11.0,10509.0,9262.0,10299.0,8008.0,7045.0,7815.0,2307.0,2033.0,2283.0,195.0,184.0,201.0,165.0,155.0,170.0,6.5,9.2,6.45,2.28,23649.0,49.0,45546.0,88.0,8.0,175.0,931,1193.0,1400.0,879.0,42.0,58.0,0
"""5182000""","""Virginia Beach""","""Virginia Beach-Norfolk-Newport News, VA-NC""",301.0,448290.0,166242.0,159839.35,54.0,65.0,59.0,34.0,42.0,37.0,21.0,23.0,22.0,8.61,28.03,1.71,2.0,2.0,20285.0,17759.0,19980.0,4.0,4.0,4.0,12191.0,10819.0,11929.0,9300.0,8285.0,9078.0,2811.0,2461.0,2769.0,81.0,73.0,82.0,77.0,70.0,78.0,3.1,7.8,2.51,1.04,19923.0,55.0,21808.0,87.0,18.0,86.0,2926,1651.0,1651.0,1212.0,64.0,36.0,0
"""5363000""","""Seattle""","""Seattle-Tacoma-Bellevue, WA""",477.65,653470.57,296805.25,53656.4,46.0,54.0,59.0,30.0,37.0,39.0,16.0,18.0,20.0,5.93,57.67,1.52,1.0,1.0,15083.0,13187.0,14856.0,14.0,13.0,14.0,11609.0,9880.0,10807.0,8703.0,7310.0,7923.0,2530.0,2211.0,2491.0,377.0,359.0,393.0,226.0,215.0,235.0,7.0,6.9,10.66,5.53,49727.0,44.0,107363.0,93.0,5.0,284.0,716,1734.0,2057.0,1190.0,46.0,54.0,0
"""5367000""","""Spokane""","""Spokane-Spokane Valley, WA""",169.26,204624.06,85379.29,43989.19,49.0,56.0,46.0,26.0,32.0,23.0,23.0,25.0,22.0,6.97,23.58,1.55,1.0,2.0,17347.0,15414.0,18444.0,7.0,7.0,7.0,11363.0,9687.0,12071.0,8412.0,7053.0,8942.0,2832.0,2517.0,3011.0,118.0,116.0,118.0,148.0,146.0,148.0,5.6,6.0,4.18,1.94,18960.0,66.0,24885.0,89.0,8.0,197.0,1058,1043.0,1104.0,791.0,55.0,45.0,0
"""5370000""","""Tacoma""","""Seattle-Tacoma-Bellevue, WA""",172.65,203135.66,78905.24,31831.79,41.0,48.0,52.0,23.0,29.0,30.0,18.0,19.0,22.0,7.53,28.81,1.66,1.0,2.0,18826.0,16767.0,18585.0,5.0,5.0,6.0,12680.0,10802.0,11817.0,9486.0,7948.0,8658.0,3075.0,2737.0,3034.0,120.0,116.0,124.0,55.0,54.0,57.0,6.4,8.1,5.5,2.48,22993.0,63.0,29673.0,88.0,10.0,168.0,954,1347.0,1448.0,1021.0,51.0,49.0,0
"""5374060""","""Vancouver""","""Portland-Vancouver-Hillsboro, OR-WA""",112.6,165369.2,65287.99,29984.15,46.0,53.0,50.0,24.0,31.0,27.0,21.0,23.0,23.0,7.71,25.73,1.7,2.0,2.0,19179.0,16899.0,19202.0,4.0,4.0,4.0,12916.0,11082.0,12349.0,9709.0,8250.0,9138.0,3132.0,2759.0,3135.0,75.0,73.0,76.0,60.0,58.0,60.0,5.8,4.9,4.68,2.18,23978.0,53.0,29137.0,91.0,14.0,149.0,1448,1228.0,1366.0,985.0,50.0,50.0,0
"""5548000""","""Madison""","""Madison, WI""",153.26,232835.84,99929.44,49167.05,44.0,52.0,50.0,25.0,31.0,29.0,19.0,20.0,21.0,7.48,36.32,1.59,1.0,2.0,18328.0,16290.0,18367.0,5.0,5.0,6.0,11738.0,9977.0,11150.0,9084.0,7616.0,8484.0,2595.0,2306.0,2600.0,59.0,55.0,66.0,65.0,61.0,74.0,6.1,7.4,6.09,2.03,18900.0,43.0,37990.0,89.0,11.0,110.0,1096,1298.0,1395.0,938.0,47.0,53.0,0
"""5553000""","""Milwaukee""","""Milwaukee-Waukesha-West Allis, WI""",570.73,599636.6,230830.92,61554.6,41.0,49.0,42.0,23.0,28.0,23.0,19.0,21.0,19.0,6.31,39.45,1.44,1.0,1.0,15919.0,14172.0,16122.0,10.0,10.0,10.0,10219.0,8941.0,10344.0,7814.0,6785.0,7905.0,2253.0,2006.0,2282.0,152.0,151.0,156.0,164.0,163.0,169.0,7.3,8.8,7.03,3.75,37741.0,41.0,51429.0,89.0,10.0,166.0,1026,1025.0,1215.0,796.0,42.0,58.0,0
